CCODE,ARDAID,ABBREV,CNAME,FIRSTYEAR,FIRSTMONTH,FIRSTDAY,LASTYEAR,LASTMONTH,LASTDAY,XCPOSNAME,XCFULLNAME,XCGIVENNAME,XCFAMNAME,XCRNAME,XCRID,XCR2ID,REMARKS
780,210,SRI,Sri Lanka,1952,3,26,1953,10,11,Prime Minister,Dudley Shelton Senanayake,Dudley,Senanayake,Theravada Buddhist,6100,6100,
780,210,SRI,Sri Lanka,1953,10,12,1956,4,11,Prime Minister,John Lionel Kotelawala,John,Kotelawala,Theravada Buddhist,6100,6100,presumed (known Buddhist); from country expert
780,210,SRI,Sri Lanka,1956,4,12,1959,9,25,Prime Minister,Solomon West Ridgeway Dias Bandaranaike,Solomon,Bandaranaike,,,,"disputed; Buddhist (presumably Theravada), or Anglican"
780,210,SRI,Sri Lanka,1959,9,26,1960,3,20,Prime Minister,Wijeyananda Dahanayake,Wijeyananda,Dahanayake,Theravada Buddhist,6100,6100,presumed (known Buddhist); from country expert
780,210,SRI,Sri Lanka,1960,3,21,1960,7,20,Prime Minister,Dudley Shelton Senanayake,Dudley,Senanayake,Theravada Buddhist,6100,6100,
780,210,SRI,Sri Lanka,1960,7,21,1965,3,24,Prime Minister,Sirimavo Ratwatte Dias Bandaranaike,Sirimavo,Bandaranaike,Theravada Buddhist,6100,6100,presumed (known Buddhist)
780,210,SRI,Sri Lanka,1965,3,25,1970,5,28,Prime Minister,Dudley Shelton Senanayake,Dudley,Senanayake,Theravada Buddhist,6100,6100,
780,210,SRI,Sri Lanka,1970,5,29,1977,7,22,Prime Minister,Sirimavo Ratwatte Dias Bandaranaike,Sirimavo,Bandaranaike,Theravada Buddhist,6100,6100,presumed (known Buddhist)
780,210,SRI,Sri Lanka,1977,7,23,1978,2,3,Prime Minister,Junius Richard Jayewardene,Junius,Jayewardene,Theravada Buddhist,6100,6100,
780,210,SRI,Sri Lanka,1978,2,4,1989,1,1,President,Junius Richard Jayewardene,Junius,Jayewardene,Theravada Buddhist,6100,6100,
780,210,SRI,Sri Lanka,1989,1,2,1993,4,30,President,Ranasinghe Premadasa,Ranasinghe,Premadasa,Theravada Buddhist,6100,6100,presumed (known Buddhist)
780,210,SRI,Sri Lanka,1993,5,1,1993,5,6,Prime Minister & Acting President,Dingiri Banda Wijetunga,Dingiri,Wijetunga,Theravada Buddhist,6100,6100,presumed (known Buddhist)
780,210,SRI,Sri Lanka,1993,5,7,1994,11,11,President,Dingiri Banda Wijetunga,Dingiri,Wijetunga,Theravada Buddhist,6100,6100,presumed (known Buddhist)
780,210,SRI,Sri Lanka,1994,11,12,2005,11,18,President,Chandrika Bandaranaike Kumaratunga,Chandrika,Kumaratunga,Theravada Buddhist,6100,6100,presumed (known Buddhist)
780,210,SRI,Sri Lanka,2005,11,19,2015,1,8,President,"Percy Mahendra ""Mahinda"" Rajapaksa",Mahinda,Rajapaksa,Theravada Buddhist,6100,6100,presumed (known Buddhist)
780,210,SRI,Sri Lanka,2015,1,9,2019,11,17,President,Pallewatte Gamaralalage Maithripala Yapa Sirisena,Maithripala,Sirisena,Theravada Buddhist,6100,6100,
780,210,SRI,Sri Lanka,2019,11,18,,,,President,Nandasena Gotabaya Rajapaksa,Gotabaya,Rajapaksa,,,,
781,140,MAD,Maldives,1953,1,1,1953,8,20,President,"Al Ameer Mohamed Amin Dhoshimeynaa Kilegefaanu, aka Mohamed Amin Didi",Mohamed,Didi,Sunni Muslim,3100,3100,"assumed, since constitionally required"
781,140,MAD,Maldives,1953,8,21,1953,9,1,President,vacant,,,,,,
781,140,MAD,Maldives,1953,9,2,1954,3,6,Acting President,Ibrahim Muhammad Didi,Ibrahim,Didi,Sunni Muslim,3100,3100,"assumed, since constitionally required"
781,140,MAD,Maldives,1954,3,7,1968,11,10,Sultan,Muhammad Fareed Didi,Muhammad Fareed,Didi,Sunni Muslim,3100,3100,"assumed, since constitionally required"
781,140,MAD,Maldives,1968,11,11,1978,11,10,President,Ibrahim Nasir Rannabandeyri Kilegefan,Ibrahim,Nasir,Sunni Muslim,3100,3100,"assumed, since constitionally required"
781,140,MAD,Maldives,1978,11,11,2008,11,10,President,Maumoon Abdul Gayoom,Maumoon,Gayoom,Sunni Muslim,3100,3100,"assumed, since constitionally required"
781,140,MAD,Maldives,2008,11,11,2012,2,6,President,Mohamed Nasheed,Mohamed,Nasheed,Sunni Muslim,3100,3100,
781,140,MAD,Maldives,2012,2,7,2013,11,16,President,Mohamed Waheed Hassan Manik,Mohamed,Waheed,Sunni Muslim,3100,3100,"assumed, since constitionally required"
781,140,MAD,Maldives,2013,11,17,2018,11,16,President,Abdulla Yameen Abdul Gayoom,Abdulla,Yameen,Sunni Muslim,3100,3100,"assumed, since constitionally required"
781,140,MAD,Maldives,2018,11,17,,,,President,Ibrahim Mohamed Solih,Ibrahim,Solih,Sunni Muslim,3100,3100,"assumed, since constitionally required"
790,159,NEP,Nepal,1945,11,29,1948,4,29,Prime Minister,Padma Shamsher Jang Bahadur Rana,Padma Shamsher,Rana,Hindu,5000,5000,by dynasty
790,159,NEP,Nepal,1948,4,30,1951,2,17,Prime Minister,Mohan Shamsher Jang Bahadur Rana,Mohan Shamsher,Rana,Hindu,5000,5000,by dynasty
790,159,NEP,Nepal,1951,2,18,1955,3,12,King,Tribhuhvan Bir Bikram Shah,Tribhuhvan,,Hindu,5000,5000,"by dynasty, also constitutionally required; chief executive changes from PM (heretofore hereditary) to King"
790,159,NEP,Nepal,1955,3,13,1972,1,30,King,Mahendra Bir Bikram Shah Dev,Mahendra,,Hindu,5000,5000,"by dynasty, also constitutionally required"
790,159,NEP,Nepal,1972,1,31,1990,11,8,King,Birendra Bir Bikram Shah Dev,Birendra,,Hindu,5000,5000,"by dynasty, also constitutionally required"
790,159,NEP,Nepal,1990,11,9,1991,5,25,Prime Minister,Krishna Prasad Bhattarai,Krishna,Bhattarai,Hindu,5000,5000,chief exec changes from King to PM (King retains title)
790,159,NEP,Nepal,1991,5,26,1994,11,29,Prime Minister,Girija Prasad Koirala,Girija,Koirala,Hindu,5000,5000,
790,159,NEP,Nepal,1994,11,30,1995,9,11,Prime Minister,Man Mohan Adhikari,Man,Adhikari,,,,Communist
790,159,NEP,Nepal,1995,9,12,1997,3,11,Prime Minister,Sher Bahadur Deuba,Sher,Deuba,Hindu,5000,5000,
790,159,NEP,Nepal,1997,3,12,1997,10,6,Prime Minister,Lokendra Bahadur Chand,Lokendra,Chand,,,,
790,159,NEP,Nepal,1997,10,7,1998,4,14,Prime Minister,Surya Bahadur Thapa,Surya,Thapa,Hindu,5000,5000,
790,159,NEP,Nepal,1998,4,15,1999,5,30,Prime Minister,Girija Prasad Koirala,Girija,Koirala,Hindu,5000,5000,
790,159,NEP,Nepal,1999,5,31,2000,3,21,Prime Minister,Krishna Prasad Bhattarai,Krishna,Bhattarai,Hindu,5000,5000,
790,159,NEP,Nepal,2000,3,22,2001,7,25,Prime Minister,Girija Prasad Koirala,Girija,Koirala,Hindu,5000,5000,
790,159,NEP,Nepal,2001,7,26,2002,10,3,Prime Minister,Sher Bahadur Deuba,Sher,Deuba,Hindu,5000,5000,
790,159,NEP,Nepal,2002,10,4,2002,10,10,King,Gyanendra Bir Bikram Shah Dev,,Gyanendra,Hindu,5000,5000,
790,159,NEP,Nepal,2002,10,11,2003,6,4,Prime Minister,Lokendra Bahadur Chand,Lokendra,Chand,,,,
790,159,NEP,Nepal,2003,6,5,2004,6,2,Prime Minister,Surya Bahadur Thapa,Surya,Thapa,Hindu,5000,5000,
790,159,NEP,Nepal,2004,6,3,2005,1,31,Prime Minister,Sher Bahadur Deuba,Sher,Deuba,Hindu,5000,5000,
790,159,NEP,Nepal,2005,2,1,2006,4,24,King,Gyanendra Bir Bikram Shah Dev,,Gyanendra,Hindu,5000,5000,
790,159,NEP,Nepal,2006,4,25,2007,1,14,Prime Minister,Girija Prasad Koirala,Girija,Koirala,Hindu,5000,5000,
790,159,NEP,Nepal,2007,1,15,2008,7,22,Acting Head of State,Girija Prasad Koirala,Girija,Koirala,Hindu,5000,5000,
790,159,NEP,Nepal,2008,7,23,2015,10,28,President,Ram Baran Yadav,Ram,Yadav,Hindu,5000,5000,from monarchy to republic
790,159,NEP,Nepal,2015,10,29,,,,President,Bidhya Devi Bhandari,Bidhya,Bhandari,Hindu,5000,5000,Communist
800,220,THI,Thailand,1945,9,17,1946,1,30,Prime Minister,Seni Pramoj,Seni,Pramoj,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1946,1,31,1946,3,23,Prime Minister,Khuang Aphaiwong,Khuang,Aphaiwong,,,,
800,220,THI,Thailand,1946,3,24,1946,8,22,Prime Minister,Pridi Banomyong,Pridi,Banomyong,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1946,8,23,1947,11,7,Prime Minister,"Thawan Thamrongnawasawat, nï¿½ Thawan Tharisawat",Thawan,Thamrongnawasawat,,,,
800,220,THI,Thailand,1947,11,8,1947,11,9,leader of military coup,Phin Choonhavan,Phin,Choonhavan,,,,
800,220,THI,Thailand,1947,11,10,1948,4,7,Prime Minister,Khuang Aphaiwong,Khuang,Aphaiwong,,,,
800,220,THI,Thailand,1948,4,8,1957,9,15,Prime Minister,Plaek Phibunsongkhram,Plaek,Phibunsongkhram,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1957,9,16,1957,9,20,leader of military coup,Phin Choonhavan,Phin,Choonhavan,,,,
800,220,THI,Thailand,1957,9,21,1957,12,25,Prime Minister,Pote Sarasin,Pote,Sarasin,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1957,12,26,1957,12,31,Prime Minister,vacant,,,,,,
800,220,THI,Thailand,1958,1,1,1958,10,19,Prime Minister,Thanom Kittikachorn,Thanom,Kittikachorn,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1958,10,20,1959,2,8,Acting Prime Minister,Sarit Thanarat,Sarit,Thanarat,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1959,2,9,1963,12,7,Prime Minister,Sarit Thanarat,Sarit,Thanarat,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1963,12,8,1963,12,8,Prime Minister,vacant,,,,,,Deputy PM Kittikachorn?
800,220,THI,Thailand,1963,12,9,1971,11,17,Prime Minister,Thanom Kittikachorn,Thanom,Kittikachorn,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1971,11,18,1972,12,17,head of National Executive Council,Thanom Kittikachorn,Thanom,Kittikachorn,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1972,12,18,1973,10,13,Prime Minister,Thanom Kittikachorn,Thanom,Kittikachorn,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1973,10,14,1975,2,16,Prime Minister,Sanya Dharmasakti,Sanya,Dharmasakti,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1975,2,17,1975,3,13,Prime Minister,Seni Pramoj,Seni,Pramoj,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1975,3,14,1976,4,20,Prime Minister,Kukrit Pramoj,Kukrit,Pramoj,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1976,4,21,1976,10,5,Prime Minister,Seni Pramoj,Seni,Pramoj,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1976,10,6,1976,10,7,head of Administration Reform Council,Sangad Chaloryu,Sangad,Chaloryu,,,,
800,220,THI,Thailand,1976,10,8,1977,10,19,Prime Minister,Thanin Kraivichien,Thanin,Kraivichien,,,,
800,220,THI,Thailand,1977,10,20,1977,11,10,leader of military coup,Kriangsak Chamanan,Kriangsak,Chamanan,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1977,11,11,1980,2,28,Prime Minister,Kriangsak Chomanan,Kriangsak,Chamanan,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1980,2,29,1980,3,2,Prime Minister,vacant,,,,,,
800,220,THI,Thailand,1980,3,3,1988,8,3,Prime Minister,Prem Tinsulanonda,Prem,Tinsulanonda,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1988,8,4,1991,2,22,Prime Minister,Chatichai Choonhavan,Chatichai,Choonhavan,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1991,2,23,1991,3,1,leader of National Peace Keeping Council,Sunthorn Kongsompong,Sunthorn,Kongsompong,,,,
800,220,THI,Thailand,1991,3,2,1992,4,6,Prime Minister,Anand Panyarachun,Anand,Panyarachun,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1992,4,7,1992,5,23,Prime Minister,Suchinda Kraprayoon,Suchinda,Kraprayoon,,,,
800,220,THI,Thailand,1992,5,24,1992,6,9,Acting Prime Minister,Meechai Ruchuphan,Meechai,Ruchuphan,,,,
800,220,THI,Thailand,1992,6,10,1992,9,22,Prime Minister,Anand Panyarachun,Anand,Panyarachun,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1992,9,23,1995,7,12,Prime Minister,Chuan Leekpai,Chuan,Leekpai,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,1995,7,13,1996,11,24,Prime Minister,Banharn Silpa-archa,Banharn,Silpa-archa,,,,
800,220,THI,Thailand,1996,11,25,1997,11,8,Prime Minister,Chavalit Yongchaiyudh,Chavalit,Yongchaiyudh,,,,
800,220,THI,Thailand,1997,11,9,2001,2,8,Prime Minister,Chuan Leekpai,Chuan,Leekpai,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,2001,2,9,2006,4,4,Prime Minister,Thaksin Shinawatra,Thaksin,Shinawatra,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,2006,4,5,2006,5,22,Deputy Prime Minister & Acting Prime Minister,Chitchai Wannasathit,Chitchai,Wannasathit,,,,
800,220,THI,Thailand,2006,5,23,2006,9,18,Prime Minister,Thaksin Shinawatra,Thaksin,Shinawatra,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,2006,9,19,2006,9,30,Chairman of the Council for National Security,Sonthi Boonyaratglin,Sonthi,Boonyaratglin,Shia Muslim,3200,3200,"likely, Iranian descent; known Muslim"
800,220,THI,Thailand,2006,10,1,2008,1,28,Prime Minister,Surayud Chulanont,Surayud,Chulanont,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,2008,1,29,2008,9,7,Prime Minister,Samak Sundaravej,Samak,Sundaravej,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,2008,9,8,2008,9,17,Acting Prime Minister,Somchai Wongsawat,Somchai,Wongsawat,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,2008,9,18,2008,12,1,Prime Minister,Somchai Wongsawat,Somchai,Wongsawat,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,2008,12,1,2008,12,16,Acting Prime Minister,Chavarat Charnvirakul,Chavarat,Charnvirakul,Theravada Buddhist,6100,6100,"presumed, known Buddhist; from 2011 (source no longer available)"
800,220,THI,Thailand,2008,12,17,2011,8,4,Prime Minister,"Abhisit Vejjajiva, born Mark Abhisit Vejjajiva",Abhisit,Vejjajiva,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,2011,8,5,2014,5,6,Prime Minister,Yingluck Shinawatra,Yingluck,Shinawatra,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,2014,5,7,2014,5,21,Acting Prime Minister,Niwatthamrong Boonsongpaisan,Niwatthamrong,Boonsongpaisan,Theravada Buddhist,6100,6100,
800,220,THI,Thailand,2014,5,22,,,,Prime Minister,Prayut Chan-o-cha,Prayut,Chan-o-cha,,,,
811,39,CAM,Cambodia,1953,11,9,1970,3,17,various,Norodom Sihanouk,Norodom,Sihanouk,Theravada Buddhist,6100,6100,"various offices during this period, including Sovereign Prince, King, Prime Minister"
811,39,CAM,Cambodia,1970,3,18,1970,10,8,various,Lon Nol,Lon,Nol,Theravada Buddhist,6100,6100,dates from Archigos
811,39,CAM,Cambodia,1970,10,9,1975,4,10,various,Lon Nol,Lon,Nol,Theravada Buddhist,6100,6100,dates from Archigos
811,39,CAM,Cambodia,1975,4,11,1979,1,6,various,"Saloth Sï¿½r, aka Pol Pot",Pol,Pot,Atheist,9100,9100,Communist; formerly Buddhist; dates from Archigos
811,39,CAM,Cambodia,1979,1,7,1985,1,13,various,Heng Samrin,Samrin,Heng,,,,likely Atheist; Communist; dates from Archigos
811,39,CAM,Cambodia,1985,1,14,1989,4,30,Prime Minister,Hun Sen,Hun,Sen,Theravada Buddhist,6100,6100,
811,39,CAM,Cambodia,1989,5,1,1993,7,1,Prime Minister,Hun Sen,Hun,Sen,Theravada Buddhist,6100,6100,
811,39,CAM,Cambodia,1993,7,2,1993,9,20,Co-Equal Prime Ministers,Hun Sen & Norodom Ranariddh,,(2 persons),Theravada Buddhist,6100,6100,
811,39,CAM,Cambodia,1993,9,21,1997,7,5,Prime Minister,Norodom Ranariddh,Norodom,Ranariddh,Theravada Buddhist,6100,6100,
811,39,CAM,Cambodia,1997,7,6,1998,11,29,de facto leader,Hun Sen,Hun,Sen,Theravada Buddhist,6100,6100,
811,39,CAM,Cambodia,1998,11,30,,,,Prime Minister,Hun Sen,Hun,Sen,Theravada Buddhist,6100,6100,
812,127,LAO,Laos,1953,10,22,1955,3,21,unknown,unknown,,,,,,
812,127,LAO,Laos,1955,3,22,1991,,,General Secretary of the Central Committee of the Lao People's Rev'y Party,"Kaysone Phomvihane, nï¿½ Nguyen Cai Song",Kaysone,Phomvihane,,,,Communist
812,127,LAO,Laos,1991,,,1992,11,20,Chairman of the Central Committee of the Lao People's Rev'y Party,"Kaysone Phomvihane, nï¿½ Nguyen Cai Song",Kaysone,Phomvihane,,,,Communist
812,127,LAO,Laos,1992,11,21,1992,11,23,unclear,vacant,,,,,,
812,127,LAO,Laos,1992,11,24,2006,3,20,Chairman of the Central Committee of the Lao People's Rev'y Party,Khamtai Siphandon,Khamtai,Siphandon,,,,Communist
812,127,LAO,Laos,2006,3,21,2016,4,19,General Secretary of the Central Committee of the Lao People's Rev'y Party,Choummaly Sayasone,Choummaly,Sayasone,,,,Communist
812,127,LAO,Laos,2016,4,20,,,,General Secretary of the Central Committee of the Lao People's Rev'y Party,Bounnhang Vorachith,Bounnhang,Vorachith,,,,Communist
816,239,DRV,"Vietnam, Dem. Rep. of",1945,9,2,1969,9,2,President of the Communist Party of Vietnam,"H? Chï¿½ Minh, nï¿½ Nguy?n Sinh Cung",Minh,H?,,,,Communist
816,239,DRV,"Vietnam, Dem. Rep. of",1969,9,3,1975,4,29,General Secretary of the Communist Party of Vietnam,"Lï¿½ Du?n, nï¿½ Lï¿½ V?n Nhu?n",Du?n,Lï¿½,,,,Communist
816,239,DRV,"Vietnam, Dem. Rep. of",1975,4,30,1986,7,9,General Secretary of the Communist Party of Vietnam,"Lï¿½ Du?n, nï¿½ Lï¿½ V?n Nhu?n",Du?n,Lï¿½,,,,Communist
816,239,DRV,"Vietnam, Dem. Rep. of",1986,7,10,1986,12,17,General Secretary of the Communist Party of Vietnam,"Tr??ng Chinh, nï¿½ ??ng Xuï¿½n Khu",Chinh,Tr??ng,,,,Communist
816,239,DRV,"Vietnam, Dem. Rep. of",1986,12,18,1991,6,26,General Secretary of the Communist Party of Vietnam,"Nguy?n V?n Linh, nï¿½ Nguy?n V?n Cï¿½c",Linh,Nguy?n,,,,Communist
816,239,DRV,"Vietnam, Dem. Rep. of",1991,6,27,1997,12,28,General Secretary of the Communist Party of Vietnam,?? M??i,M??i,??,,,,Communist
816,239,DRV,"Vietnam, Dem. Rep. of",1997,12,29,2001,4,21,General Secretary of the Communist Party of Vietnam,Lï¿½ Kh? Phiï¿½u,Phiï¿½u,Lï¿½,,,,Communist
816,239,DRV,"Vietnam, Dem. Rep. of",2001,4,22,2011,1,18,General Secretary of the Communist Party of Vietnam,Nï¿½ng ??c M?nh,M?nh,Nï¿½ng,,,,Communist
816,239,DRV,"Vietnam, Dem. Rep. of",2011,1,19,,,,General Secretary of the Communist Party of Vietnam,Nguy?n Phï¿½ Tr?ng,Tr?ng,Nguy?n,Atheist,9100,9100,Communist
817,,RVN,"Vietnam, Rep. of (South)",1949,6,13,1955,4,29,Chief of State,"Nguy?n Phï¿½c V?nh Th?y, as B?o ??i",B?o ??i,,,,,disputed; Catholic or Buddhist; former Emperor
817,,RVN,"Vietnam, Rep. of (South)",1955,4,30,1955,10,25,Chief of State,Ngï¿½ ?ï¿½nh Di?m,Di?m,Ngï¿½,Roman Catholic,1222,1200,
817,,RVN,"Vietnam, Rep. of (South)",1955,10,26,1963,11,1,President,Ngï¿½ ?ï¿½nh Di?m,Di?m,Ngï¿½,Roman Catholic,1222,1200,
817,,RVN,"Vietnam, Rep. of (South)",1963,11,2,1964,1,29,Chairman of the Revolutionary Military Council,D??ng V?n Minh,Minh,D??ng,,,,
817,,RVN,"Vietnam, Rep. of (South)",1964,1,30,1964,2,7,Chairman of the Revolutionary Military Council,Nguy?n Khï¿½nh,Khï¿½nh,Nguy?n,,,,
817,,RVN,"Vietnam, Rep. of (South)",1964,2,8,1964,8,15,President,D??ng V?n Minh,Minh,D??ng,,,,
817,,RVN,"Vietnam, Rep. of (South)",1964,8,16,1964,8,26,President,Nguy?n Khï¿½nh,Khï¿½nh,Nguy?n,,,,
817,,RVN,"Vietnam, Rep. of (South)",1964,8,27,1964,9,7,Provisional Leadership Committee,"D??ng V?n Minh, Nguy?n Khï¿½nh, & Tr?n Thi?n Khiï¿½m",,(3 persons),,,,
817,,RVN,"Vietnam, Rep. of (South)",1964,9,8,1964,10,25,Chairman of the Provisional Leadership Committee,D??ng V?n Minh,Minh,D??ng,,,,
817,,RVN,"Vietnam, Rep. of (South)",1964,10,26,1965,6,13,President,Phan Kh?c S?u,S?u,Phan,Cao Dai (Buddhist Syncretic),6900,6900,from 2011 (source no longer available)
817,,RVN,"Vietnam, Rep. of (South)",1965,6,14,1967,10,30,Chairman of the National Leadership Committee,Nguy?n V?n Thi?u,Thi?u,Nguy?n,Roman Catholic,1222,1200,
817,,RVN,"Vietnam, Rep. of (South)",1967,10,31,1975,4,20,President,Nguy?n V?n Thi?u,Thi?u,Nguy?n,Roman Catholic,1222,1200,
817,,RVN,"Vietnam, Rep. of (South)",1975,4,21,1975,4,27,Acting President,Tr?n V?n H??ng,H??ng,Tr?n,Buddhist (NFI),6000,6000,
817,,RVN,"Vietnam, Rep. of (South)",1975,4,28,1975,4,29,Acting President,D??ng V?n Minh,Minh,D??ng,,,,
820,139,MAL,Malaysia,1957,8,31,1959,4,14,Prime Minister,Abdul Rahman Putra Al-Haj ibni Almarhum Sultan Abdul Hamid Halim Shah,Abdul,Rahman,Sunni Muslim,3100,3100,
820,139,MAL,Malaysia,1959,4,15,1959,8,20,? Acting Prime Minister ?,Abdul Razak bin Hussein Al-Haj,Abdul,Razak,Sunni Muslim,3100,3100,
820,139,MAL,Malaysia,1959,8,21,1970,9,21,Prime Minister,Abdul Rahman Putra Al-Haj ibni Almarhum Sultan Abdul Hamid Halim Shah,Abdul,Rahman,Sunni Muslim,3100,3100,
820,139,MAL,Malaysia,1970,9,22,1976,1,13,Prime Minister,Abdul Razak bin Hussein Al-Haj,Abdul,Razak,Sunni Muslim,3100,3100,
820,139,MAL,Malaysia,1976,1,14,1981,7,15,Prime Minister,Hussein bin Dato' Onn,Hussein,Onn,Sunni Muslim,3100,3100,from 2011 (source no longer available)
820,139,MAL,Malaysia,1981,7,16,2003,10,30,Prime Minister,Mahathir bin Mohamad,Mahathir,Mohamad,Sunni Muslim,3100,3100,from 2011 (source no longer available)
820,139,MAL,Malaysia,2003,10,31,2009,4,2,Prime Minister,Abdullah bin Haji Ahmad Badawi,Abdullah,Badawi,Sunni Muslim,3100,3100,from 2011 (source no longer available)
820,139,MAL,Malaysia,2009,4,3,2018,5,9,Prime Minister,Haji Mohd Najib bin Tun Haji Abdul Razak,Najib,Razak,Sunni Muslim,3100,3100,
820,139,MAL,Malaysia,2018,5,10,,,,Prime Minister,Mahathir bin Mohamad,Mahathir,Mohamad,Sunni Muslim,3100,3100,from 2011 (source no longer available)
830,201,SIN,Singapore,1959,6,5,1990,11,27,Prime Minister,Lee Kuan Yew,Kuan Yew,Lee,Agnostic,9001,9000,"Professed Agnostic, but influenced by Confucius; per Jerome Lee, Sing. Embassy to US"
830,201,SIN,Singapore,1990,11,28,2004,8,11,Prime Minister,Goh Chok Tong,Chok Tong,Goh,Agnostic,9001,9000,
830,201,SIN,Singapore,2004,8,12,,,,Prime Minister,Lee Hsien Loong,Hsien Loong,Lee,,,,
835,34,BRU,Brunei,1967,10,4,,,,Sultan,"Hassanal Bolkiah Mu'izzaddin Waddaulah, as Hassanal Bolkiah",Hassanal Bolkiah,,Sunni Muslim,3100,3100,
840,178,PHI,Philippines,1946,5,28,1948,4,14,President,Manuel Acuï¿½a Roxas,Manuel,Roxas,Roman Catholic,1222,1200,
840,178,PHI,Philippines,1948,4,15,1948,4,16,President,vacant,,,,,,
840,178,PHI,Philippines,1948,4,17,1953,12,29,President,Elpidio Rivera Quirino,Elpidio,Quirino,Roman Catholic,1222,1200,
840,178,PHI,Philippines,1953,12,30,1957,3,16,President,Ramï¿½n del Fierro Magsaysay,Ramï¿½n,Magsaysay,Roman Catholic,1222,1200,
840,178,PHI,Philippines,1957,3,17,1961,12,29,President,Carlos Polestico Garcï¿½a,Carlos,Garcï¿½a,Roman Catholic,1222,1200,
840,178,PHI,Philippines,1961,12,30,1965,12,29,President,Diosdado Pangan Macapagal,Diosdado,Macapagal,Roman Catholic,1222,1200,
840,178,PHI,Philippines,1965,12,30,1986,2,24,President,Ferdinand Emmanuel Edralin Marcos,Ferdinand,Marcos,Roman Catholic,1222,1200,
840,178,PHI,Philippines,1986,2,25,1992,6,29,President,Maria Corazon Sumulong Cojuangco-Aquino,Corazon,Aquino,Roman Catholic,1222,1200,
840,178,PHI,Philippines,1992,6,30,1998,6,29,President,Fidel Valdez Ramos,Fidel,Ramos,Methodist,1460,1300,
840,178,PHI,Philippines,1998,6,30,2001,1,19,President,"Joseph Ejercito Estrada, born Josï¿½ Marcelo Ejercito",Joseph,Estrada,Roman Catholic,1222,1200,
840,178,PHI,Philippines,2001,1,20,2010,6,29,President,Maria Gloria Macapagal-Arroyo,Gloria,Macapagal-Arroyo,Roman Catholic,1222,1200,
840,178,PHI,Philippines,2010,6,30,2016,6,29,President,Benigno Simeon Cojuangco Aquino III,Benigno,Aquino,Roman Catholic,1222,1200,
840,178,PHI,Philippines,2016,6,30,,,,President,Rodrigo Roa Duterte,Rodrigo,Duterte,Not Religious,9001,9000,
850,109,INS,Indonesia,1945,8,18,1967,3,11,President,"Sukarno, nï¿½ Kusno Sosrodihardjo",Sukarno,,Sunni Muslim,3100,3100,from 2011 (source no longer available)
850,109,INS,Indonesia,1967,3,12,1998,5,20,President,Suharto,Suharto,,Sunni Muslim,3100,3100,from 2011 (source no longer available)
